order_id,order_item_id,product_id,seller_id,quantity,unit_price_inr,discount_inr,freight_inr,line_total_inr
ORD000000018,1,PROD0000154,SELL000026,2,891.0,0.0,63.0,1845.0
ORD000000019,1,PROD0000093,SELL000083,1,18702.0,2078.0,62.0,18764.0
ORD000000020,1,PROD0000268,SELL000022,1,175.0,116.0,43.0,218.0
ORD000000021,1,PROD0000010,SELL000086,1,372.0,0.0,59.0,431.0
ORD000000022,1,PROD0000194,SELL000055,1,11261.0,593.0,46.0,11307.0
ORD000000022,2,PROD0000032,SELL000007,1,1831.0,785.0,75.0,1906.0
ORD000000023,1,PROD0000174,SELL000011,1,992.0,425.0,53.0,1045.0
ORD000000024,1,PROD0000345,SELL000007,3,30471.0,0.0,40.0,91453.0
ORD000000024,2,PROD0000332,SELL000043,2,41616.0,10404.0,38.0,83270.0
ORD000000025,1,PROD0000010,SELL000031,1,372.0,0.0,62.0,434.0
ORD000000026,1,PROD0000368,SELL000004,3,576.0,102.0,71.0,1799.0
ORD000000027,1,PROD0000157,SELL000071,1,29935.0,1576.0,178.0,30113.0
ORD000000027,2,PROD0000247,SELL000089,2,40082.0,0.0,174.0,80338.0
ORD000000027,3,PROD0000352,SELL000088,3,620.0,33.0,145.0,2005.0
ORD000000027,4,PROD0000018,SELL000015,1,1102.0,0.0,49.0,1151.0
ORD000000027,5,PROD0000091,SELL000091,3,1421.0,75.0,48.0,4311.0
ORD000000027,6,PROD0000086,SELL000044,3,538.0,28.0,88.0,1702.0
ORD000000028,1,PROD0000173,SELL000021,2,4331.0,2888.0,48.0,8710.0
ORD000000029,1,PROD0000008,SELL000014,2,849.0,94.0,50.0,1748.0
ORD000000030,1,PROD0000016,SELL000080,1,1300.0,230.0,42.0,1342.0
ORD000000031,1,PROD0000266,SELL000026,3,962.0,0.0,80.0,2966.0
ORD000000032,1,PROD0000058,SELL000067,1,2745.0,1830.0,46.0,2791.0
ORD000000033,1,PROD0000226,SELL000058,1,18931.0,996.0,100.0,19031.0
ORD000000034,1,PROD0000117,SELL000097,3,1425.0,0.0,65.0,4340.0
ORD000000035,1,PROD0000518,SELL000075,1,17117.0,1902.0,160.0,17277.0
ORD000000036,1,PROD0000065,SELL000081,2,599.0,0.0,34.0,1232.0
ORD000000037,1,PROD0000250,SELL000051,1,9852.0,0.0,22.0,9874.0
ORD000000038,1,PROD0000245,SELL000055,1,5991.0,0.0,372.0,6363.0
ORD000000038,2,PROD0000384,SELL000015,3,484.0,26.0,71.0,1523.0
ORD000000038,3,PROD0000066,SELL000082,1,6769.0,0.0,429.0,7198.0
ORD000000039,1,PROD0000502,SELL000078,2,373.0,93.0,35.0,781.0
ORD000000039,2,PROD0000158,SELL000032,1,1002.0,0.0,51.0,1053.0
ORD000000040,1,PROD0000018,SELL000014,2,1102.0,0.0,63.0,2267.0
ORD000000041,1,PROD0000376,SELL000082,2,34089.0,0.0,51.0,68229.0
ORD000000042,1,PROD0000282,SELL000080,2,705.0,37.0,52.0,1462.0
ORD000000042,2,PROD0000340,SELL000082,2,407.0,0.0,52.0,866.0
ORD000000043,1,PROD0000474,SELL000003,1,269.0,0.0,62.0,331.0
ORD000000044,1,PROD0000199,SELL000089,1,668.0,0.0,67.0,735.0
ORD000000044,2,PROD0000473,SELL000037,2,601.0,401.0,53.0,1255.0
ORD000000044,3,PROD0000485,SELL000025,2,1706.0,0.0,50.0,3462.0
ORD000000044,4,PROD0000285,SELL000055,1,658.0,0.0,67.0,725.0
ORD000000045,1,PROD0000410,SELL000089,2,631.0,70.0,64.0,1326.0
ORD000000045,2,PROD0000017,SELL000085,1,2214.0,116.0,91.0,2305.0
ORD000000045,3,PROD0000316,SELL000017,2,318.0,0.0,127.0,763.0
ORD000000046,1,PROD0000041,SELL000102,2,570.0,244.0,167.0,1307.0
ORD000000047,1,PROD0000227,SELL000081,1,912.0,161.0,102.0,1014.0
ORD000000047,2,PROD0000390,SELL000097,1,1304.0,69.0,56.0,1360.0
ORD000000048,1,PROD0000031,SELL000097,3,13942.0,1549.0,50.0,41876.0
ORD000000049,1,PROD0000211,SELL000055,2,1389.0,347.0,123.0,2901.0
ORD000000050,1,PROD0000215,SELL000003,1,843.0,0.0,59.0,902.0
ORD000000050,2,PROD0000124,SELL000007,1,23171.0,9931.0,50.0,23221.0
ORD000000050,3,PROD0000284,SELL000065,2,687.0,0.0,52.0,1426.0
ORD000000050,4,PROD0000421,SELL000009,3,16131.0,849.0,36.0,48429.0
ORD000000050,5,PROD0000516,SELL000069,1,7993.0,0.0,50.0,8043.0
ORD000000051,1,PROD0000472,SELL000010,2,12851.0,2268.0,97.0,25799.0
ORD000000051,2,PROD0000495,SELL000085,2,10844.0,2711.0,65.0,21753.0
ORD000000052,1,PROD0000106,SELL000028,3,232.0,26.0,198.0,894.0
ORD000000053,1,PROD0000058,SELL000010,2,4575.0,0.0,59.0,9209.0
ORD000000053,2,PROD0000095,SELL000035,1,1086.0,271.0,57.0,1143.0
ORD000000053,3,PROD0000510,SELL000095,1,399.0,171.0,64.0,463.0
ORD000000054,1,PROD0000113,SELL000057,2,24293.0,0.0,31.0,48617.0
ORD000000055,1,PROD0000393,SELL000104,2,15440.0,0.0,48.0,30928.0
ORD000000055,2,PROD0000211,SELL000027,3,1562.0,174.0,93.0,4779.0
ORD000000056,1,PROD0000355,SELL000070,2,180.0,32.0,95.0,455.0
ORD000000056,2,PROD0000392,SELL000019,2,6008.0,0.0,34.0,12050.0
ORD000000056,3,PROD0000470,SELL000045,1,3818.0,0.0,53.0,3871.0
ORD000000056,4,PROD0000045,SELL000039,1,11070.0,1230.0,35.0,11105.0
ORD000000056,5,PROD0000169,SELL000066,1,790.0,197.0,33.0,823.0
ORD000000057,1,PROD0000061,SELL000070,1,3195.0,0.0,117.0,3312.0
ORD000000057,2,PROD0000208,SELL000005,1,14126.0,1570.0,46.0,14172.0
ORD000000057,3,PROD0000190,SELL000073,1,1025.0,256.0,182.0,1207.0
ORD000000058,1,PROD0000453,SELL000079,3,354.0,0.0,151.0,1213.0
ORD000000059,1,PROD0000366,SELL000040,2,785.0,0.0,86.0,1656.0
ORD000000060,1,PROD0000054,SELL000007,1,1446.0,0.0,40.0,1486.0
ORD000000060,2,PROD0000232,SELL000044,2,18476.0,3260.0,138.0,37090.0
ORD000000060,3,PROD0000369,SELL000033,1,69.0,12.0,124.0,193.0
ORD000000060,4,PROD0000386,SELL000083,2,432.0,108.0,187.0,1051.0
ORD000000061,1,PROD0000421,SELL000014,1,15282.0,1698.0,35.0,15317.0
ORD000000062,1,PROD0000117,SELL000031,2,1425.0,0.0,66.0,2916.0
ORD000000062,2,PROD0000461,SELL000076,2,1072.0,56.0,90.0,2234.0
ORD000000062,3,PROD0000470,SELL000098,2,3627.0,191.0,55.0,7309.0
ORD000000062,4,PROD0000114,SELL000062,2,675.0,119.0,56.0,1406.0
ORD000000063,1,PROD0000343,SELL000000,1,1298.0,865.0,117.0,1415.0
ORD000000064,1,PROD0000353,SELL000073,2,14189.0,747.0,71.0,28449.0
ORD000000065,1,PROD0000458,SELL000003,3,20597.0,2289.0,85.0,61876.0
ORD000000066,1,PROD0000044,SELL000006,2,642.0,0.0,58.0,1342.0
ORD000000067,1,PROD0000121,SELL000070,2,1267.0,141.0,41.0,2575.0
ORD000000068,1,PROD0000448,SELL000038,2,1184.0,209.0,40.0,2408.0
ORD000000069,1,PROD0000018,SELL000002,1,937.0,165.0,55.0,992.0
ORD000000069,2,PROD0000251,SELL000042,3,1291.0,860.0,46.0,3919.0
ORD000000069,3,PROD0000152,SELL000039,1,10037.0,6691.0,49.0,10086.0
ORD000000069,4,PROD0000325,SELL000063,2,298.0,33.0,51.0,647.0
ORD000000070,1,PROD0000246,SELL000099,2,1137.0,284.0,44.0,2318.0
ORD000000071,1,PROD0000443,SELL000010,2,18548.0,3273.0,57.0,37153.0
ORD000000072,1,PROD0000040,SELL000069,1,268.0,30.0,198.0,466.0
ORD000000073,1,PROD0000263,SELL000067,2,937.0,0.0,58.0,1932.0
ORD000000073,2,PROD0000270,SELL000102,2,1967.0,1312.0,84.0,4018.0
ORD000000074,1,PROD0000265,SELL000041,1,2033.0,1355.0,418.0,2451.0
ORD000000075,1,PROD0000040,SELL000016,2,268.0,30.0,182.0,718.0
ORD000000075,2,PROD0000242,SELL000095,2,272.0,0.0,73.0,617.0
ORD000000075,3,PROD0000458,SELL000005,2,22886.0,0.0,76.0,45848.0
ORD000000076,1,PROD0000312,SELL000047,2,21485.0,0.0,31.0,43001.0
ORD000000077,1,PROD0000056,SELL000068,2,531.0,133.0,54.0,1116.0
ORD000000078,1,PROD0000373,SELL000010,3,642.0,34.0,34.0,1960.0
ORD000000079,1,PROD0000483,SELL000031,2,28598.0,3178.0,158.0,57354.0
ORD000000080,1,PROD0000419,SELL000010,3,511.0,0.0,210.0,1743.0
ORD000000081,1,PROD0000048,SELL000088,2,1607.0,179.0,55.0,3269.0
ORD000000082,1,PROD0000015,SELL000026,1,3009.0,531.0,297.0,3306.0
ORD000000083,1,PROD0000091,SELL000063,1,1047.0,449.0,44.0,1091.0
ORD000000083,2,PROD0000181,SELL000025,2,3392.0,179.0,289.0,7073.0
ORD000000084,1,PROD0000482,SELL000072,2,978.0,0.0,121.0,2077.0
ORD000000085,1,PROD0000225,SELL000083,1,1693.0,0.0,257.0,1950.0
ORD000000085,2,PROD0000505,SELL000004,1,1206.0,301.0,65.0,1271.0
ORD000000086,1,PROD0000051,SELL000075,3,10038.0,2509.0,56.0,30170.0
ORD000000087,1,PROD0000396,SELL000069,1,2908.0,153.0,153.0,3061.0
ORD000000087,2,PROD0000391,SELL000008,2,22963.0,0.0,47.0,45973.0
ORD000000088,1,PROD0000499,SELL000027,3,4681.0,826.0,81.0,14124.0
ORD000000088,2,PROD0000272,SELL000089,3,396.0,70.0,53.0,1241.0
ORD000000088,3,PROD0000315,SELL000046,1,1179.0,208.0,416.0,1595.0
ORD000000088,4,PROD0000000,SELL000010,2,1315.0,0.0,45.0,2675.0
ORD000000088,5,PROD0000459,SELL000067,3,1998.0,1332.0,270.0,6264.0
ORD000000089,1,PROD0000328,SELL000082,2,2050.0,228.0,143.0,4243.0
ORD000000090,1,PROD0000365,SELL000045,1,1228.0,136.0,52.0,1280.0
ORD000000091,1,PROD0000176,SELL000011,1,441.0,0.0,61.0,502.0
ORD000000092,1,PROD0000040,SELL000013,2,298.0,0.0,187.0,783.0
ORD000000093,1,PROD0000378,SELL000039,2,79.0,0.0,63.0,221.0
ORD000000094,1,PROD0000381,SELL000050,1,14790.0,778.0,78.0,14868.0
ORD000000095,1,PROD0000093,SELL000078,1,14546.0,6234.0,51.0,14597.0
ORD000000096,1,PROD0000429,SELL000071,1,28228.0,4981.0,66.0,28294.0
ORD000000096,2,PROD0000000,SELL000026,2,789.0,526.0,55.0,1633.0
ORD000000096,3,PROD0000340,SELL000072,1,346.0,61.0,53.0,399.0
ORD000000097,1,PROD0000045,SELL000011,1,12300.0,0.0,51.0,12351.0
ORD000000098,1,PROD0000391,SELL000019,3,19519.0,3444.0,43.0,58600.0
ORD000000099,1,PROD0000229,SELL000082,1,498.0,55.0,150.0,648.0
ORD000000100,1,PROD0000170,SELL000094,2,2220.0,951.0,281.0,4721.0
ORD000000101,1,PROD0000389,SELL000072,2,12696.0,1411.0,52.0,25444.0
ORD000000101,2,PROD0000418,SELL000047,3,271.0,0.0,39.0,852.0
ORD000000102,1,PROD0000314,SELL000093,2,14827.0,2616.0,28.0,29682.0
ORD000000102,2,PROD0000382,SELL000037,1,841.0,148.0,49.0,890.0
ORD000000103,1,PROD0000007,SELL000067,1,550.0,61.0,48.0,598.0
ORD000000103,2,PROD0000428,SELL000071,2,1011.0,0.0,70.0,2092.0
ORD000000103,3,PROD0000308,SELL000007,2,18411.0,969.0,173.0,36995.0
ORD000000104,1,PROD0000081,SELL000100,2,610.0,153.0,53.0,1273.0
ORD000000105,1,PROD0000251,SELL000067,1,2151.0,0.0,44.0,2195.0
ORD000000106,1,PROD0000326,SELL000025,3,653.0,115.0,32.0,1991.0
ORD000000107,1,PROD0000414,SELL000086,1,10864.0,0.0,39.0,10903.0
ORD000000108,1,PROD0000269,SELL000040,1,15115.0,0.0,96.0,15211.0
ORD000000108,2,PROD0000133,SELL000008,1,42135.0,0.0,145.0,42280.0
ORD000000109,1,PROD0000132,SELL000070,1,26224.0,0.0,36.0,26260.0
ORD000000109,2,PROD0000374,SELL000014,1,334.0,18.0,52.0,386.0
ORD000000110,1,PROD0000449,SELL000062,1,9716.0,1715.0,97.0,9813.0
ORD000000110,2,PROD0000329,SELL000071,3,9087.0,478.0,39.0,27300.0
ORD000000110,3,PROD0000416,SELL000016,1,10560.0,0.0,39.0,10599.0
ORD000000111,1,PROD0000324,SELL000083,2,1672.0,295.0,157.0,3501.0
ORD000000112,1,PROD0000255,SELL000048,3,12711.0,1412.0,45.0,38178.0
ORD000000112,2,PROD0000211,SELL000037,2,1649.0,87.0,106.0,3404.0
ORD000000112,3,PROD0000254,SELL000010,1,42234.0,10559.0,33.0,42267.0
ORD000000112,4,PROD0000006,SELL000077,2,491.0,26.0,188.0,1170.0
ORD000000112,5,PROD0000301,SELL000017,2,1564.0,174.0,69.0,3197.0
ORD000000112,6,PROD0000097,SELL000017,1,287.0,0.0,174.0,461.0
ORD000000113,1,PROD0000469,SELL000027,3,403.0,0.0,58.0,1267.0
ORD000000113,2,PROD0000439,SELL000046,2,18391.0,0.0,43.0,36825.0
ORD000000113,3,PROD0000257,SELL000092,1,843.0,361.0,121.0,964.0
ORD000000113,4,PROD0000321,SELL000078,2,1518.0,0.0,66.0,3102.0
ORD000000113,5,PROD0000019,SELL000077,1,2243.0,396.0,430.0,2673.0
ORD000000114,1,PROD0000301,SELL000020,2,1477.0,261.0,66.0,3020.0
ORD000000115,1,PROD0000442,SELL000068,1,191.0,0.0,45.0,236.0
ORD000000116,1,PROD0000273,SELL000036,1,14618.0,0.0,180.0,14798.0
ORD000000116,2,PROD0000448,SELL000049,1,1393.0,0.0,55.0,1448.0
ORD000000117,1,PROD0000040,SELL000066,1,298.0,0.0,190.0,488.0
ORD000000118,1,PROD0000507,SELL000017,3,1382.0,592.0,202.0,4348.0
ORD000000119,1,PROD0000181,SELL000036,1,3571.0,0.0,276.0,3847.0
ORD000000120,1,PROD0000014,SELL000041,1,102.0,5.0,56.0,158.0
ORD000000121,1,PROD0000322,SELL000091,1,5809.0,0.0,57.0,5866.0
ORD000000121,2,PROD0000320,SELL000101,1,664.0,117.0,170.0,834.0
ORD000000121,3,PROD0000065,SELL000100,2,599.0,0.0,30.0,1228.0
ORD000000122,1,PROD0000180,SELL000055,2,25756.0,0.0,56.0,51568.0
ORD000000122,2,PROD0000479,SELL000067,1,1109.0,0.0,61.0,1170.0
ORD000000122,3,PROD0000098,SELL000075,1,358.0,153.0,67.0,425.0
ORD000000123,1,PROD0000037,SELL000082,2,662.0,74.0,59.0,1383.0
ORD000000123,2,PROD0000428,SELL000071,1,1011.0,0.0,71.0,1082.0
ORD000000123,3,PROD0000354,SELL000095,2,8083.0,1426.0,46.0,16212.0
ORD000000123,4,PROD0000259,SELL000040,1,344.0,86.0,43.0,387.0
ORD000000123,5,PROD0000156,SELL000073,1,236.0,12.0,33.0,269.0
ORD000000124,1,PROD0000453,SELL000064,3,212.0,142.0,157.0,793.0
ORD000000125,1,PROD0000449,SELL000081,2,11431.0,0.0,89.0,22951.0
ORD000000125,2,PROD0000000,SELL000097,1,1052.0,263.0,53.0,1105.0
ORD000000126,1,PROD0000430,SELL000008,1,1278.0,320.0,236.0,1514.0
ORD000000127,1,PROD0000246,SELL000089,1,1279.0,142.0,72.0,1351.0
ORD000000128,1,PROD0000173,SELL000086,3,6497.0,722.0,34.0,19525.0
ORD000000128,2,PROD0000181,SELL000091,3,3571.0,0.0,268.0,10981.0
ORD000000128,3,PROD0000240,SELL000028,1,9553.0,0.0,43.0,9596.0
ORD000000128,4,PROD0000298,SELL000060,2,855.0,45.0,59.0,1769.0
ORD000000129,1,PROD0000499,SELL000007,2,3855.0,1652.0,84.0,7794.0
ORD000000129,2,PROD0000013,SELL000006,1,1306.0,0.0,227.0,1533.0
ORD000000129,3,PROD0000316,SELL000061,1,302.0,16.0,116.0,418.0
ORD000000130,1,PROD0000034,SELL000101,1,285.0,0.0,77.0,362.0
ORD000000130,2,PROD0000003,SELL000023,1,892.0,0.0,271.0,1163.0
ORD000000131,1,PROD0000157,SELL000082,1,29935.0,1576.0,182.0,30117.0
ORD000000132,1,PROD0000404,SELL000008,1,766.0,510.0,92.0,858.0
ORD000000133,1,PROD0000180,SELL000006,1,25756.0,0.0,72.0,25828.0
ORD000000133,2,PROD0000188,SELL000064,1,757.0,0.0,51.0,808.0
ORD000000134,1,PROD0000470,SELL000029,1,3818.0,0.0,56.0,3874.0
ORD000000135,1,PROD0000143,SELL000010,1,21687.0,2410.0,57.0,21744.0
ORD000000136,1,PROD0000400,SELL000096,1,42963.0,4774.0,157.0,43120.0
ORD000000136,2,PROD0000433,SELL000093,1,399.0,0.0,49.0,448.0
ORD000000136,3,PROD0000337,SELL000001,3,1003.0,0.0,183.0,3192.0
ORD000000137,1,PROD0000504,SELL000101,3,2255.0,0.0,109.0,6874.0
ORD000000138,1,PROD0000512,SELL000001,2,863.0,0.0,62.0,1788.0
ORD000000139,1,PROD0000032,SELL000077,2,2093.0,523.0,78.0,4264.0
ORD000000140,1,PROD0000088,SELL000082,1,889.0,222.0,148.0,1037.0
ORD000000141,1,PROD0000203,SELL000030,1,14908.0,0.0,47.0,14955.0
ORD000000142,1,PROD0000347,SELL000014,2,776.0,86.0,70.0,1622.0
ORD000000143,1,PROD0000145,SELL000059,1,222.0,0.0,118.0,340.0
ORD000000144,1,PROD0000332,SELL000093,1,52020.0,0.0,28.0,52048.0
ORD000000145,1,PROD0000467,SELL000003,3,8719.0,969.0,39.0,26196.0
ORD000000146,1,PROD0000003,SELL000089,1,758.0,134.0,264.0,1022.0
ORD000000146,2,PROD0000452,SELL000065,1,266.0,0.0,48.0,314.0
ORD000000146,3,PROD0000253,SELL000103,2,354.0,0.0,71.0,779.0
ORD000000147,1,PROD0000469,SELL000027,2,403.0,0.0,57.0,863.0
ORD000000148,1,PROD0000354,SELL000067,1,9509.0,0.0,45.0,9554.0
ORD000000148,2,PROD0000022,SELL000047,1,13062.0,687.0,67.0,13129.0
ORD000000149,1,PROD0000470,SELL000066,1,3245.0,573.0,68.0,3313.0
ORD000000149,2,PROD0000026,SELL000018,1,89.0,0.0,144.0,233.0
ORD000000150,1,PROD0000130,SELL000052,1,3828.0,675.0,101.0,3929.0
ORD000000151,1,PROD0000287,SELL000103,1,479.0,319.0,55.0,534.0
ORD000000152,1,PROD0000470,SELL000088,3,3818.0,0.0,55.0,11509.0
ORD000000152,2,PROD0000086,SELL000021,3,509.0,57.0,93.0,1620.0
ORD000000152,3,PROD0000280,SELL000006,3,583.0,31.0,67.0,1816.0
ORD000000152,4,PROD0000058,SELL000043,2,4118.0,458.0,59.0,8295.0
ORD000000153,1,PROD0000176,SELL000024,3,309.0,132.0,68.0,995.0
ORD000000154,1,PROD0000135,SELL000026,1,717.0,307.0,37.0,754.0
ORD000000155,1,PROD0000222,SELL000019,2,235.0,12.0,39.0,509.0
ORD000000156,1,PROD0000369,SELL000056,2,69.0,12.0,117.0,255.0
ORD000000156,2,PROD0000375,SELL000009,2,1870.0,208.0,258.0,3998.0
ORD000000156,3,PROD0000349,SELL000095,1,787.0,197.0,42.0,829.0
ORD000000157,1,PROD0000014,SELL000003,1,75.0,32.0,55.0,130.0
ORD000000158,1,PROD0000409,SELL000017,3,10843.0,1914.0,46.0,32575.0
ORD000000159,1,PROD0000336,SELL000059,1,40322.0,0.0,43.0,40365.0
ORD000000160,1,PROD0000032,SELL000014,1,2616.0,0.0,88.0,2704.0
ORD000000160,2,PROD0000493,SELL000052,2,1643.0,411.0,59.0,3345.0
ORD000000161,1,PROD0000399,SELL000007,3,236.0,0.0,51.0,759.0
ORD000000162,1,PROD0000360,SELL000091,1,709.0,79.0,60.0,769.0
ORD000000162,2,PROD0000255,SELL000061,2,12711.0,1412.0,50.0,25472.0
ORD000000162,3,PROD0000414,SELL000031,2,8691.0,2173.0,42.0,17424.0
ORD000000162,4,PROD0000163,SELL000063,1,214.0,54.0,52.0,266.0
ORD000000163,1,PROD0000377,SELL000056,2,17028.0,0.0,61.0,34117.0
ORD000000163,2,PROD0000317,SELL000086,3,365.0,64.0,48.0,1143.0
ORD000000163,3,PROD0000317,SELL000076,3,343.0,86.0,42.0,1071.0
ORD000000164,1,PROD0000416,SELL000087,3,10560.0,0.0,35.0,31715.0
ORD000000165,1,PROD0000090,SELL000090,1,4992.0,263.0,210.0,5202.0
ORD000000166,1,PROD0000054,SELL000010,2,1301.0,145.0,52.0,2654.0
ORD000000166,2,PROD0000289,SELL000080,1,1110.0,0.0,36.0,1146.0
ORD000000166,3,PROD0000420,SELL000095,1,1958.0,103.0,408.0,2366.0
ORD000000166,4,PROD0000132,SELL000020,1,26224.0,0.0,48.0,26272.0
ORD000000167,1,PROD0000296,SELL000087,2,372.0,93.0,41.0,785.0
ORD000000168,1,PROD0000498,SELL000064,2,604.0,0.0,52.0,1260.0
ORD000000169,1,PROD0000323,SELL000067,1,3130.0,165.0,210.0,3340.0
ORD000000170,1,PROD0000040,SELL000074,1,268.0,30.0,193.0,461.0
ORD000000171,1,PROD0000457,SELL000036,3,1614.0,0.0,51.0,4893.0
ORD000000172,1,PROD0000508,SELL000094,1,13252.0,698.0,92.0,13344.0
ORD000000172,2,PROD0000369,SELL000078,1,81.0,0.0,121.0,202.0
ORD000000173,1,PROD0000318,SELL000046,1,56021.0,0.0,37.0,56058.0
ORD000000173,2,PROD0000304,SELL000065,2,6731.0,354.0,41.0,13503.0
ORD000000174,1,PROD0000324,SELL000100,2,1869.0,98.0,137.0,3875.0
ORD000000175,1,PROD0000175,SELL000037,2,1132.0,60.0,146.0,2410.0
ORD000000176,1,PROD0000335,SELL000093,1,13253.0,0.0,108.0,13361.0
ORD000000177,1,PROD0000265,SELL000001,3,3219.0,169.0,425.0,10082.0
ORD000000177,2,PROD0000412,SELL000083,3,1925.0,0.0,54.0,5829.0
ORD000000178,1,PROD0000435,SELL000062,2,176.0,0.0,181.0,533.0
ORD000000179,1,PROD0000369,SELL000074,3,81.0,0.0,121.0,364.0
ORD000000179,2,PROD0000518,SELL000060,2,19019.0,0.0,159.0,38197.0
ORD000000179,3,PROD0000233,SELL000050,1,2052.0,228.0,76.0,2128.0
ORD000000179,4,PROD0000393,SELL000016,2,10808.0,4632.0,45.0,21661.0
ORD000000179,5,PROD0000178,SELL000025,3,505.0,0.0,74.0,1589.0
ORD000000179,6,PROD0000411,SELL000095,2,333.0,59.0,64.0,730.0
ORD000000180,1,PROD0000139,SELL000042,3,2547.0,0.0,138.0,7779.0
ORD000000180,2,PROD0000364,SELL000016,1,1671.0,0.0,176.0,1847.0
ORD000000180,3,PROD0000007,SELL000013,2,580.0,31.0,57.0,1217.0
ORD000000181,1,PROD0000399,SELL000030,3,236.0,0.0,33.0,741.0
ORD000000181,2,PROD0000151,SELL000076,2,8256.0,917.0,40.0,16552.0
ORD000000182,1,PROD0000126,SELL000039,1,1248.0,0.0,58.0,1306.0
ORD000000183,1,PROD0000174,SELL000045,1,1134.0,283.0,70.0,1204.0
ORD000000184,1,PROD0000220,SELL000071,2,140.0,16.0,46.0,326.0
ORD000000185,1,PROD0000066,SELL000063,3,5754.0,1015.0,410.0,17672.0
ORD000000185,2,PROD0000289,SELL000008,1,1110.0,0.0,35.0,1145.0
ORD000000186,1,PROD0000064,SELL000041,1,937.0,0.0,116.0,1053.0
ORD000000186,2,PROD0000286,SELL000073,1,1646.0,291.0,133.0,1779.0
ORD000000186,3,PROD0000192,SELL000074,2,964.0,51.0,61.0,1989.0
ORD000000186,4,PROD0000311,SELL000043,1,248.0,28.0,53.0,301.0
ORD000000187,1,PROD0000078,SELL000022,2,1703.0,90.0,199.0,3605.0
ORD000000187,2,PROD0000507,SELL000019,3,1679.0,296.0,203.0,5240.0
ORD000000187,3,PROD0000007,SELL000009,1,550.0,61.0,47.0,597.0
ORD000000187,4,PROD0000445,SELL000011,1,1122.0,0.0,54.0,1176.0
ORD000000187,5,PROD0000183,SELL000101,2,2279.0,977.0,177.0,4735.0
ORD000000187,6,PROD0000431,SELL000043,2,415.0,73.0,51.0,881.0
ORD000000188,1,PROD0000310,SELL000033,1,11934.0,0.0,37.0,11971.0
ORD000000189,1,PROD0000432,SELL000046,1,2023.0,0.0,67.0,2090.0
ORD000000189,2,PROD0000289,SELL000054,1,944.0,166.0,60.0,1004.0
ORD000000190,1,PROD0000413,SELL000014,1,2817.0,313.0,234.0,3051.0
ORD000000191,1,PROD0000341,SELL000094,2,1809.0,775.0,211.0,3829.0
ORD000000192,1,PROD0000353,SELL000050,2,12696.0,2240.0,48.0,25440.0
ORD000000192,2,PROD0000297,SELL000059,2,450.0,0.0,61.0,961.0
ORD000000193,1,PROD0000133,SELL000052,1,42135.0,0.0,160.0,42295.0
ORD000000193,2,PROD0000442,SELL000098,3,172.0,19.0,41.0,557.0
ORD000000193,3,PROD0000445,SELL000103,2,1066.0,56.0,40.0,2172.0
ORD000000193,4,PROD0000376,SELL000013,2,23862.0,10227.0,55.0,47779.0
